GEO_NAME,C14_RATE_LOW_CI_MEN+_change,C15_RATE_LOW_CI_WOMEN+_change,C14_RATE_LOW_CI_MEN+_19,C14_RATE_LOW_CI_MEN+_20,C15_RATE_LOW_CI_WOMEN+_19,C15_RATE_LOW_CI_WOMEN+_20
"Alkali Lake 4A, Indian reserve (IRI)",,,,,,
"Cariboo D, Regional district electoral area (RDA)",-0.4207549146269074,-2.092449231459666,57278.0,57037.0,35652.0,34906.0
"Cariboo E, Regional district electoral area (RDA)",2.772704085830412,11.260006961364427,60771.0,62456.0,34476.0,38358.0
"Cariboo F, Regional district electoral area (RDA)",-1.3548181559046932,1.2362120378680408,59639.0,58831.0,34541.0,34968.0
"Deep Creek 2, Indian reserve (IRI)",,,,,,
"Dog Creek 1, Indian reserve (IRI)",,,,,,
"Dog Creek 2, Indian reserve (IRI)",,,,,,
"Johny Sticks 2, Indian reserve (IRI)",,,,,,
"Little Springs, Indian reserve (IRI)",,,,,,
"Sandy Harry 4, Indian reserve (IRI)",,,,,,
"Soda Creek 1, Indian reserve (IRI)",,,,,,
"Swan Lake 3, Indian reserve (IRI)",,,,,,
"Williams Lake, City (CY)",3.710011170319911,12.968016592075102,54609.0,56635.0,36644.0,41396.0
"Williams Lake 1, Indian reserve (IRI)",,,,,,
Windsor,3.636846767050487,7.22550591063915,56450.0,58503.0,39928.0,42813.0
"Amherstburg, Town (T)",-0.33777333940346294,6.947455828758592,68093.0,67863.0,43354.0,46366.0
"Essex, Town (T)",2.2245744023992238,5.175870689868561,56685.0,57946.0,40399.0,42490.0
"Kingsville, Town (T)",3.6507364919320264,6.084359835759612,58317.0,60446.0,40185.0,42630.0
"LaSalle, Town (T)",3.5311135444971677,5.001466091400326,73971.0,76583.0,47746.0,50134.0
"Lakeshore, Town (T)",2.173380413634071,4.5901569247872755,69385.0,70893.0,46774.0,48921.0
"Leamington, Municipality (MU)",4.778654941540921,8.138164889795684,50035.0,52426.0,34799.0,37631.0
"Tecumseh, Town (T)",-1.1519870329097803,5.026778560283389,69098.0,68302.0,47426.0,49810.0
"Windsor, City (CY)",5.705994112366119,8.7665731418826,47897.0,50630.0,36354.0,39541.0
Winkler,3.8821438513093933,5.497606290225421,46701.0,48514.0,31541.0,33275.0
"Morden, City (CY)",1.997764160317986,5.47528080204533,48304.0,49269.0,34811.0,36717.0
"Stanley, Rural municipality (RM)",5.542286019061753,2.318178413601977,43123.0,45513.0,26702.0,27321.0
"Winkler, City (CY)",5.282863697355322,6.869276970035118,46206.0,48647.0,30469.0,32562.0
Winnipeg,2.313014944537575,6.0718208299508145,56074.0,57371.0,41882.0,44425.0
"Brokenhead 4, Indian reserve (IRI)",33.557046979865774,27.874154660394,20562.0,27462.0,23807.0,30443.0
"East St. Paul, Rural municipality (RM)",-10.631207946171099,0.08632782993417502,93630.0,83676.0,55602.0,55650.0
"Headingley, Rural municipality (RM)",1.1866888299336202,1.464509062643536,90841.0,91919.0,56606.0,57435.0
"Macdonald, Rural municipality (RM)",0.07246564352079504,6.915935443434661,77278.0,77334.0,51056.0,54587.0
"Niverville, Town (T)",1.6804668144477768,6.884703167715883,61352.0,62383.0,39871.0,42616.0
"Ritchot, Rural municipality (RM)",-0.39115004153137506,2.2274247491638794,66215.0,65956.0,44850.0,45849.0
"Rosser, Rural municipality (RM)",104.67730412002858,9.92813865013386,20995.0,42972.0,35485.0,39008.0
"Springfield, Rural municipality (RM)",0.2874341610233258,2.6205540355677153,66450.0,66641.0,46784.0,48010.0
"St. Clements, Rural municipality (RM)",-4.8728776436368735,5.77926741680632,57071.0,54290.0,41770.0,44184.0
"St. François Xavier, Rural municipality (RM)",-2.9446841090122056,12.396495597649167,67919.0,65919.0,45771.0,51445.0
"Taché, Rural municipality (RM)",3.4103410341034106,8.355788360321338,59085.0,61100.0,39709.0,43027.0
"West St. Paul, Rural municipality (RM)",1.7486372742378828,3.3065837569850007,64393.0,65519.0,47602.0,49176.0
"Winnipeg, City (CY)",2.4618861493433117,6.455296404275996,53983.0,55312.0,41160.0,43817.0
Wood Buffalo,-0.2554482318192704,2.7131584777681206,125270.0,124950.0,58677.0,60269.0
"Allison Bay 219, Indian reserve (IRI)",,,,,,
"Dog Head 218, Indian reserve (IRI)",,,,,,
"Fort Mckay 174, Indian reserve (IRI)",-1.7299086841052131,11.36368354404102,54974.0,54023.0,48171.0,53645.0
"Gregoire Lake 176, Indian reserve (IRI)",,,,,,
"Gregoire Lake 176A, Indian reserve (IRI)",,,,,,
"Janvier 194, Indian reserve (IRI)",24.55713630105553,51.108835055219096,21790.0,27141.0,22456.0,33933.0
"Old Fort 217, Indian reserve (IRI)",,,,,,
"Thabacha Náre 196A, Indian reserve (IRI)",,,,,,
"Wood Buffalo, Specialized municipality (SM)",-0.19046866355804948,2.5841631104789,126530.0,126289.0,59052.0,60578.0
Woodstock,2.635440075775867,6.751504991236761,53843.0,55262.0,39369.0,42027.0
"Woodstock, City (CY)",2.635440075775867,6.751504991236761,53843.0,55262.0,39369.0,42027.0
Yellowknife,-0.9687578584344202,3.5016111707841033,83509.0,82700.0,69825.0,72270.0
"Yellowknife, City (CY)",-0.9687578584344202,3.5016111707841033,83509.0,82700.0,69825.0,72270.0
Yorkton,4.644008473795708,6.880412474345497,54285.0,56806.0,39954.0,42703.0
"Ebenezer, Village (VL)",,,,,,
"Orkney No. 244, Rural municipality (RM)",-1.6349985181282314,4.5111975325197795,60734.0,59741.0,37285.0,38967.0
"Rhein, Village (VL)",,,,,,
"Springside, Town (T)",-1.3728448275862069,18.87722377882051,46400.0,45763.0,29623.0,35215.0
"Wallace No. 243, Rural municipality (RM)",9.0922000923066,5.093627958209553,56334.0,61456.0,29959.0,31485.0
"Yorkton, City (CY)",6.332896360271438,7.395594538024519,51872.0,55157.0,40132.0,43100.0
